Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN08198,2,0,2,0,Meal Plan 1,0,Room_Type 1,23,2018,9,11,Online,0,0,0,100.1,2,Not_Canceled
INN25314,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,19,Online,0,0,0,106,0,Not_Canceled
INN32725,2,0,1,3,Meal Plan 1,0,Room_Type 1,107,2018,5,5,Online,0,0,0,81.76,1,Not_Canceled
INN15951,1,0,1,2,Meal Plan 1,0,Room_Type 1,34,2018,11,7,Online,0,0,0,169.2,0,Not_Canceled
INN19472,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,70,0,Not_Canceled
INN01417,1,0,2,1,Not Selected,0,Room_Type 1,24,2018,12,4,Online,0,0,0,88,2,Not_Canceled
INN14632,2,0,0,3,Meal Plan 1,0,Room_Type 4,6,2018,3,3,Online,0,0,0,116,0,Canceled
INN35846,2,1,0,3,Meal Plan 2,1,Room_Type 1,109,2018,8,4,Online,0,0,0,176.25,1,Not_Canceled
INN14413,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,110,0,Canceled
INN10988,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,1,7,Online,0,0,0,96,1,Not_Canceled
INN21340,2,0,1,3,Not Selected,0,Room_Type 1,105,2018,12,26,Online,0,0,0,61.09,1,Not_Canceled
INN31890,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,Canceled
INN33418,2,0,2,2,Meal Plan 1,0,Room_Type 1,138,2018,7,2,Online,0,0,0,71.67,1,Not_Canceled
INN04795,2,0,2,2,Meal Plan 1,0,Room_Type 1,116,2018,3,25,Online,0,0,0,59.5,0,Canceled
INN19485,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,Canceled
INN19638,2,0,0,3,Meal Plan 1,0,Room_Type 1,99,2018,6,29,Online,0,0,0,114.3,1,Not_Canceled
INN03904,2,0,1,1,Meal Plan 1,0,Room_Type 4,51,2018,5,28,Online,0,0,0,126.36,0,Canceled
INN05003,2,0,0,2,Not Selected,0,Room_Type 1,31,2018,9,8,Online,0,0,0,112.59,2,Not_Canceled
INN06623,2,1,0,1,Not Selected,0,Room_Type 1,4,2018,8,2,Online,0,0,0,97.41,0,Not_Canceled
INN04008,2,0,2,2,Meal Plan 1,0,Room_Type 1,47,2018,1,30,Online,0,0,0,55.24,0,Not_Canceled
INN07268,2,0,2,1,Meal Plan 1,0,Room_Type 1,134,2018,4,16,Offline,0,0,0,80,0,Not_Canceled
INN10562,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Offline,0,0,0,76.67,0,Not_Canceled
INN17302,2,0,0,3,Not Selected,0,Room_Type 1,1,2018,12,13,Online,0,0,0,78,1,Not_Canceled
INN34605,2,0,0,3,Not Selected,0,Room_Type 1,0,2018,7,6,Online,0,0,0,145.67,0,Not_Canceled
INN07871,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,0,Canceled
INN06420,1,0,0,2,Not Selected,0,Room_Type 1,37,2018,10,27,Online,0,0,0,109,1,Not_Canceled
INN01557,2,0,0,2,Meal Plan 1,0,Room_Type 1,34,2017,10,6,Online,0,0,0,66.53,1,Not_Canceled
INN32964,2,1,0,2,Meal Plan 1,0,Room_Type 1,186,2018,8,3,Online,0,0,0,121.5,0,Canceled
INN01006,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,20,Complementary,1,0,2,0,0,Not_Canceled
INN10202,2,0,2,0,Meal Plan 1,0,Room_Type 4,48,2018,5,29,Online,0,0,0,159.3,0,Canceled
INN09011,2,2,1,1,Meal Plan 1,0,Room_Type 6,32,2018,9,24,Online,0,0,0,202.05,1,Canceled
INN23585,2,0,0,2,Meal Plan 1,1,Room_Type 4,6,2018,1,22,Online,0,0,0,108,1,Not_Canceled
INN20137,2,1,0,1,Meal Plan 1,0,Room_Type 1,99,2018,7,21,Online,0,0,0,130.5,0,Canceled
INN29122,2,0,2,1,Not Selected,0,Room_Type 1,20,2018,6,12,Online,0,0,0,99,1,Not_Canceled
INN20289,2,0,1,3,Meal Plan 1,0,Room_Type 1,192,2018,8,4,Online,0,0,0,99.45,0,Canceled
INN31785,2,0,0,2,Not Selected,0,Room_Type 1,4,2018,3,18,Online,0,0,0,87.01,1,Not_Canceled
INN15465,1,0,1,4,Meal Plan 1,0,Room_Type 1,179,2018,7,4,Online,0,0,0,66.76,1,Not_Canceled
INN14498,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65,1,Not_Canceled
INN00108,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,2017,9,21,Online,0,0,0,155,1,Not_Canceled
INN15029,2,0,0,2,Meal Plan 1,0,Room_Type 2,169,2018,8,18,Online,0,0,0,97.54,2,Not_Canceled
INN14357,2,0,0,4,Meal Plan 1,0,Room_Type 6,2,2018,6,29,Online,0,0,0,214,0,Canceled
INN06117,2,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,7,6,Online,0,0,0,139,1,Not_Canceled
INN00601,2,0,0,2,Not Selected,0,Room_Type 1,6,2018,2,26,Online,0,0,0,79,0,Canceled
INN02852,1,0,2,3,Meal Plan 1,0,Room_Type 1,2,2018,1,2,Online,0,0,0,88,0,Not_Canceled
INN27530,0,2,1,3,Meal Plan 1,0,Room_Type 2,102,2018,12,26,Online,0,0,0,101.34,0,Canceled
INN22982,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,6,7,Complementary,1,0,2,0,0,Not_Canceled
INN22663,2,1,1,4,Meal Plan 1,0,Room_Type 1,146,2018,10,19,Online,0,0,0,135,2,Canceled
INN19071,2,0,0,2,Meal Plan 1,0,Room_Type 1,123,2017,8,12,Online,0,0,0,76.5,1,Not_Canceled
INN09411,2,0,2,2,Meal Plan 1,0,Room_Type 4,38,2018,3,20,Online,0,0,0,103.95,0,Not_Canceled
INN22865,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2018,12,8,Corporate,0,0,0,75,0,Not_Canceled
INN22061,2,0,1,1,Meal Plan 1,0,Room_Type 1,167,2018,7,25,Offline,0,0,0,72.25,1,Not_Canceled
INN11317,2,0,0,4,Meal Plan 1,0,Room_Type 4,19,2017,11,4,Offline,0,0,0,52.5,2,Not_Canceled
INN00810,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,1,2,Online,0,0,0,86,0,Not_Canceled
INN21876,2,0,0,3,Meal Plan 1,0,Room_Type 1,45,2018,2,18,Online,0,0,0,83.3,1,Not_Canceled
INN31993,2,0,2,5,Meal Plan 1,0,Room_Type 4,31,2018,5,10,Online,0,0,0,140.4,0,Not_Canceled
INN02493,2,0,2,0,Not Selected,0,Room_Type 1,128,2018,8,28,Online,0,0,0,85.5,0,Not_Canceled
INN35225,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,2018,11,25,Online,0,0,0,181,2,Not_Canceled
INN18709,2,0,2,4,Meal Plan 1,0,Room_Type 1,145,2018,4,29,Online,0,0,0,69.56,0,Not_Canceled
INN02136,2,0,1,2,Meal Plan 1,0,Room_Type 1,87,2017,9,18,Online,0,0,0,89.25,1,Not_Canceled
INN35021,3,0,2,2,Meal Plan 1,0,Room_Type 4,60,2018,12,2,Online,0,0,0,121.98,0,Canceled
INN28077,2,0,2,5,Meal Plan 1,0,Room_Type 1,7,2017,9,8,Online,0,0,0,111.71,2,Not_Canceled
INN28381,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN11570,2,2,0,3,Meal Plan 1,1,Room_Type 6,147,2018,3,24,Online,0,0,0,174,1,Not_Canceled
INN35298,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121,0,Not_Canceled
INN04954,2,0,0,2,Meal Plan 1,0,Room_Type 1,42,2017,11,20,Offline,0,0,0,63,2,Not_Canceled
INN10227,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2018,8,13,Online,0,0,0,163.33,2,Not_Canceled
INN21406,2,0,2,2,Meal Plan 1,0,Room_Type 1,39,2018,7,23,Offline,0,0,0,85,0,Not_Canceled
INN31078,2,0,2,2,Not Selected,1,Room_Type 1,12,2018,3,19,Offline,0,0,0,71.8,0,Not_Canceled
INN06091,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,12,5,Online,0,0,0,96,0,Not_Canceled
INN06407,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN28290,2,0,0,3,Meal Plan 1,0,Room_Type 1,39,2018,2,10,Online,0,0,0,57.28,1,Not_Canceled
INN34131,2,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,11,12,Online,0,0,0,90,0,Not_Canceled
INN22296,1,0,2,3,Meal Plan 1,0,Room_Type 1,13,2017,9,20,Online,0,0,0,87.78,1,Not_Canceled
INN08635,2,2,0,1,Meal Plan 1,0,Room_Type 2,0,2018,3,8,Online,0,0,0,83.03,0,Not_Canceled
INN22583,2,0,1,4,Meal Plan 1,0,Room_Type 1,145,2018,7,11,Offline,0,0,0,72.25,0,Canceled
INN26768,2,0,2,5,Meal Plan 1,0,Room_Type 4,59,2018,3,29,Online,0,0,0,101.27,2,Not_Canceled
INN22601,2,0,0,2,Meal Plan 1,0,Room_Type 4,23,2017,10,8,Online,0,0,0,117,2,Not_Canceled
INN31620,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,18,Online,0,0,0,129,2,Not_Canceled
INN08326,2,1,1,0,Meal Plan 1,0,Room_Type 4,105,2018,8,7,Offline,0,0,0,99.28,0,Canceled
INN28890,2,0,2,3,Meal Plan 1,0,Room_Type 1,167,2018,8,4,Offline,0,0,0,72.25,1,Not_Canceled
INN09540,2,0,0,4,Meal Plan 1,0,Room_Type 1,29,2017,10,13,Online,0,0,0,96.3,1,Not_Canceled
INN23783,2,0,0,5,Meal Plan 1,0,Room_Type 4,190,2018,8,9,Offline,0,0,0,84.25,0,Not_Canceled
INN34346,2,0,0,2,Meal Plan 1,0,Room_Type 1,56,2018,7,27,Online,0,0,0,135.9,0,Canceled
INN16519,2,0,1,5,Meal Plan 1,0,Room_Type 4,150,2018,6,14,Online,0,0,0,121.83,2,Not_Canceled
INN34708,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2017,12,5,Offline,0,0,0,38.67,1,Not_Canceled
INN19747,2,0,1,1,Meal Plan 1,0,Room_Type 1,25,2018,1,9,Offline,0,0,0,70,0,Not_Canceled
INN30805,2,0,0,4,Meal Plan 1,0,Room_Type 1,75,2018,4,5,Online,0,0,0,88.83,0,Not_Canceled
INN02374,2,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,89.25,0,Canceled
INN10563,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Canceled
INN23024,3,0,1,4,Meal Plan 1,0,Room_Type 4,71,2018,6,1,Offline,0,0,0,115.6,0,Canceled
INN08028,2,0,0,4,Not Selected,0,Room_Type 1,90,2018,4,13,Online,0,0,0,80.75,0,Canceled
INN27896,2,0,1,3,Meal Plan 1,0,Room_Type 4,79,2018,12,26,Online,0,0,0,105.61,0,Canceled
INN34081,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,19,Complementary,0,0,0,0,0,Not_Canceled
INN27070,3,0,0,1,Meal Plan 1,0,Room_Type 4,36,2018,3,24,Online,0,0,0,131.4,0,Canceled
INN05451,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110,0,Canceled
INN04770,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
INN16793,2,1,1,4,Meal Plan 1,0,Room_Type 1,177,2018,8,3,Online,0,0,0,123.75,0,Canceled
INN04931,2,0,1,2,Meal Plan 1,0,Room_Type 1,55,2018,2,5,Online,0,0,0,59.28,1,Not_Canceled
INN02421,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,90,0,Not_Canceled
INN33651,1,1,0,1,Not Selected,0,Room_Type 1,1,2018,1,8,Online,0,0,0,75,0,Not_Canceled
INN10224,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
INN11300,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76,0,Not_Canceled
INN28252,2,0,1,4,Meal Plan 1,0,Room_Type 1,70,2018,8,17,Online,0,0,0,135.9,1,Not_Canceled
INN12850,2,0,1,4,Meal Plan 1,0,Room_Type 5,40,2018,9,5,Online,0,0,0,115.2,0,Not_Canceled
INN34636,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2018,10,9,Offline,0,0,0,85,0,Not_Canceled
INN22939,3,0,0,4,Meal Plan 1,0,Room_Type 4,116,2018,7,6,Online,0,0,0,138.55,2,Not_Canceled
INN20696,2,0,2,3,Meal Plan 1,0,Room_Type 1,3,2018,1,15,Online,0,0,0,69.84,0,Not_Canceled
INN09406,1,0,1,0,Meal Plan 1,0,Room_Type 1,14,2018,12,5,Corporate,0,0,0,67,0,Not_Canceled
INN09854,2,0,0,1,Not Selected,0,Room_Type 1,95,2018,4,14,Online,0,0,0,65.83,1,Not_Canceled
INN29401,2,0,0,5,Meal Plan 1,0,Room_Type 1,142,2018,7,12,Online,0,0,0,99.45,0,Canceled
INN26841,2,0,2,1,Not Selected,0,Room_Type 1,31,2018,2,6,Online,0,0,0,69.5,1,Not_Canceled
INN02536,2,0,1,1,Meal Plan 1,1,Room_Type 1,90,2018,8,20,Online,0,0,0,126.9,1,Not_Canceled
INN33592,2,1,0,2,Meal Plan 2,0,Room_Type 1,2,2018,1,29,Online,0,0,0,162,1,Not_Canceled
INN25703,2,0,2,0,Not Selected,0,Room_Type 1,84,2018,10,30,Online,0,0,0,80.1,2,Not_Canceled
INN12924,2,0,1,2,Meal Plan 1,0,Room_Type 1,214,2018,10,7,Online,0,0,0,103.5,0,Canceled
INN26458,2,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,140,1,Not_Canceled
INN25658,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71,0,Not_Canceled
INN01289,2,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,1,2,Online,0,0,0,71.84,0,Not_Canceled
INN17214,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80,0,Not_Canceled
INN33737,2,0,2,3,Not Selected,0,Room_Type 2,34,2017,10,15,Online,0,0,0,94.3,0,Not_Canceled
INN31689,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Canceled
INN20565,3,0,0,3,Meal Plan 1,0,Room_Type 4,13,2018,6,2,Online,0,0,0,173.67,1,Not_Canceled
INN19036,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,19,Corporate,0,0,0,65,0,Not_Canceled
INN03040,2,0,2,5,Not Selected,0,Room_Type 1,2,2018,8,23,Online,0,0,0,86.28,0,Not_Canceled
INN28068,3,0,1,2,Meal Plan 1,0,Room_Type 4,232,2018,12,5,Online,0,0,0,110.7,2,Not_Canceled
INN09884,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,3,7,Online,0,0,0,78.3,1,Canceled
INN13735,1,0,1,3,Not Selected,0,Room_Type 1,53,2018,3,17,Online,0,0,0,81.7,1,Not_Canceled
INN32128,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,9,20,Online,0,0,0,143,3,Not_Canceled
INN31625,2,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,86,0,Canceled
INN16454,2,0,2,4,Meal Plan 1,0,Room_Type 4,76,2018,10,30,Online,0,0,0,71.05,1,Not_Canceled
INN28423,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
INN19381,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled
INN30064,2,0,1,4,Meal Plan 1,0,Room_Type 1,53,2018,3,28,Online,0,0,0,85.85,2,Not_Canceled
INN18350,2,0,2,2,Not Selected,0,Room_Type 1,95,2018,5,21,Online,0,0,0,109.65,0,Canceled
INN17207,2,0,2,1,Not Selected,0,Room_Type 1,131,2018,5,8,Online,0,0,0,94.5,1,Not_Canceled
INN29165,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,1,21,Offline,0,0,0,60,0,Not_Canceled
INN32205,2,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Offline,0,0,0,156,1,Canceled
INN09301,2,0,0,1,Not Selected,0,Room_Type 1,13,2018,6,14,Online,0,0,0,89,0,Not_Canceled
INN14412,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2017,11,23,Corporate,1,0,2,65,0,Not_Canceled
INN21893,2,0,0,3,Meal Plan 1,0,Room_Type 1,75,2018,6,9,Online,0,0,0,126.9,1,Not_Canceled
INN24684,2,3,0,3,Meal Plan 2,0,Room_Type 6,3,2018,3,30,Online,0,0,0,253.67,2,Not_Canceled
INN17696,2,0,1,1,Not Selected,0,Room_Type 1,16,2018,3,5,Online,0,0,0,84,0,Canceled
INN08392,2,0,4,6,Meal Plan 2,0,Room_Type 4,3,2018,2,27,Online,0,0,0,150.8,0,Canceled
INN13182,2,0,1,2,Meal Plan 1,0,Room_Type 4,53,2018,5,13,Online,0,0,0,149.4,1,Not_Canceled
INN29624,2,0,0,3,Not Selected,0,Room_Type 1,37,2018,12,28,Online,0,0,0,120,0,Canceled
INN01615,2,0,2,2,Not Selected,0,Room_Type 1,57,2018,3,12,Online,0,0,0,45.9,0,Not_Canceled
INN35804,2,0,0,3,Meal Plan 1,0,Room_Type 1,92,2018,4,14,Online,0,0,0,96.3,1,Not_Canceled
INN22839,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,1,Offline,0,0,0,95,0,Not_Canceled
INN32808,2,0,0,1,Meal Plan 1,0,Room_Type 4,64,2018,12,30,Online,0,0,0,131.4,1,Not_Canceled
INN13954,2,0,1,3,Meal Plan 1,0,Room_Type 1,137,2018,6,20,Offline,0,0,0,75,0,Not_Canceled
INN29975,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Canceled
INN28665,2,0,2,5,Meal Plan 1,0,Room_Type 1,17,2018,11,11,Online,0,0,0,102,1,Canceled
INN00175,2,1,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,Online,0,0,0,150,1,Canceled
INN25947,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,2017,10,26,Offline,0,0,0,76.5,1,Not_Canceled
INN21336,2,0,0,4,Meal Plan 1,0,Room_Type 4,63,2017,12,30,Online,0,0,0,115.5,1,Not_Canceled
INN09242,1,0,1,0,Meal Plan 1,0,Room_Type 1,164,2018,10,16,Offline,0,0,0,115,0,Canceled
INN03047,2,0,0,2,Not Selected,0,Room_Type 1,51,2018,8,18,Online,0,0,0,125.1,0,Canceled
INN26569,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,1,29,Offline,0,0,0,66,0,Not_Canceled
INN00990,2,0,1,2,Not Selected,0,Room_Type 1,99,2018,11,7,Online,0,0,0,161.1,2,Not_Canceled
INN35836,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,62,0,Canceled
INN21151,2,1,0,1,Meal Plan 1,0,Room_Type 1,14,2018,7,16,Online,0,0,0,169,2,Not_Canceled
INN19179,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95,0,Canceled
INN19738,2,0,2,3,Not Selected,0,Room_Type 1,8,2017,12,26,Online,0,0,0,77.35,1,Not_Canceled
INN13873,2,0,1,3,Meal Plan 1,0,Room_Type 1,30,2017,10,12,Online,0,0,0,96.3,1,Not_Canceled
INN16969,2,0,1,2,Meal Plan 1,0,Room_Type 4,128,2018,7,11,Online,0,0,0,97.43,1,Not_Canceled
INN01865,2,0,2,3,Meal Plan 1,0,Room_Type 1,210,2018,8,7,Online,0,0,0,90.95,1,Not_Canceled
INN07403,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,3,22,Online,0,0,0,101,0,Not_Canceled
INN00289,2,0,0,1,Meal Plan 1,0,Room_Type 2,9,2018,9,7,Complementary,1,0,3,0,1,Not_Canceled
INN02359,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,0,0,0,67,0,Not_Canceled
INN16255,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
INN11323,2,0,1,3,Meal Plan 1,0,Room_Type 1,14,2017,10,19,Online,0,0,0,92.17,1,Not_Canceled
INN34262,2,0,0,1,Not Selected,0,Room_Type 1,27,2018,7,8,Online,0,0,0,139,0,Canceled
INN28076,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70,0,Canceled
INN17008,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,7,19,Online,0,0,0,93.17,1,Not_Canceled
INN09434,2,0,0,3,Meal Plan 1,0,Room_Type 4,157,2018,6,14,Online,0,0,0,132.9,1,Canceled
INN34567,2,2,0,1,Meal Plan 1,0,Room_Type 6,7,2018,7,29,Online,0,0,0,201,1,Not_Canceled
INN34245,2,1,1,2,Meal Plan 1,0,Room_Type 1,2,2018,4,29,Offline,0,0,0,95,1,Not_Canceled
INN21683,2,1,2,5,Meal Plan 1,0,Room_Type 4,152,2018,7,21,Online,0,0,0,132.13,4,Not_Canceled
INN31052,2,0,1,0,Meal Plan 1,0,Room_Type 4,24,2018,6,27,Online,0,0,0,166,0,Canceled
INN36010,2,0,2,1,Meal Plan 1,0,Room_Type 1,5,2017,12,19,Offline,0,0,0,80,0,Not_Canceled
INN16306,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65,0,Canceled
INN04158,2,0,1,2,Meal Plan 1,0,Room_Type 2,1,2017,8,14,Complementary,0,0,0,0,0,Not_Canceled
INN05980,2,0,2,3,Meal Plan 1,0,Room_Type 4,23,2017,10,18,Offline,0,0,0,75,0,Not_Canceled
INN22120,1,2,0,3,Meal Plan 1,0,Room_Type 4,127,2018,12,27,Online,0,0,0,101.55,1,Canceled
INN31512,2,0,2,2,Meal Plan 1,0,Room_Type 4,49,2018,4,10,Online,0,0,0,112.2,1,Not_Canceled
INN23292,2,0,0,1,Meal Plan 2,0,Room_Type 6,1,2018,12,15,Complementary,1,0,3,0,1,Not_Canceled
INN07774,2,0,1,2,Meal Plan 1,0,Room_Type 1,141,2018,4,8,Offline,0,0,0,72.25,1,Canceled
INN20242,2,0,1,2,Meal Plan 2,0,Room_Type 1,224,2018,8,8,Offline,0,0,0,102.25,0,Canceled
INN00722,2,0,2,3,Meal Plan 1,0,Room_Type 1,11,2018,2,13,Offline,0,0,0,85,0,Not_Canceled
INN26656,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,Canceled
INN36264,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Online,0,0,0,1,0,Not_Canceled
INN07936,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,4,8,Online,0,0,0,101,0,Not_Canceled
INN12300,3,0,0,2,Meal Plan 1,0,Room_Type 4,36,2018,7,14,Online,0,0,0,168.3,2,Not_Canceled
INN28090,2,0,1,3,Meal Plan 1,0,Room_Type 1,167,2018,8,8,Online,0,0,0,99.45,1,Canceled
INN15787,2,0,0,2,Not Selected,0,Room_Type 1,180,2018,8,26,Online,0,0,0,85.5,0,Canceled
INN04572,1,0,2,5,Not Selected,0,Room_Type 1,7,2017,12,23,Online,0,0,0,59.14,0,Not_Canceled
INN05416,3,0,2,2,Meal Plan 1,0,Room_Type 4,41,2018,12,2,Online,0,0,0,130.9,2,Not_Canceled
INN11123,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,2,19,Corporate,0,0,0,80,0,Not_Canceled
INN12127,1,0,1,4,Not Selected,0,Room_Type 1,20,2018,7,11,Online,0,0,0,139,0,Canceled
INN23910,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,7,2,Online,0,0,0,96.3,2,Not_Canceled
INN22973,2,0,2,1,Meal Plan 1,0,Room_Type 1,104,2018,9,18,Online,0,0,0,135.9,2,Canceled
INN22273,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115,1,Canceled
INN04362,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled
INN18882,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,2018,3,26,Offline,0,0,0,100,0,Canceled
INN32756,2,0,2,5,Meal Plan 1,0,Room_Type 4,116,2018,7,18,Online,0,0,0,121.37,0,Canceled
INN01072,2,1,1,0,Meal Plan 1,0,Room_Type 1,50,2018,12,25,Online,0,0,0,111.6,2,Not_Canceled
INN06346,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
INN00907,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,1,8,Offline,0,0,0,70,0,Not_Canceled
INN31048,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,2018,6,30,Offline,0,0,0,85,0,Canceled
INN04191,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,90,0,Not_Canceled
INN33314,1,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,90,0,Not_Canceled
INN06111,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65,0,Not_Canceled
INN29261,2,0,0,1,Meal Plan 1,0,Room_Type 2,45,2018,11,19,Online,0,0,0,82.44,2,Not_Canceled
INN23736,2,0,0,2,Not Selected,0,Room_Type 1,62,2018,3,11,Online,0,0,0,67.5,0,Not_Canceled
INN10415,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Canceled
INN20082,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Online,0,0,0,88.83,1,Canceled
INN19949,3,0,3,5,Meal Plan 1,0,Room_Type 4,282,2018,12,25,Online,0,0,0,109.23,1,Canceled
INN13752,2,0,2,1,Meal Plan 1,0,Room_Type 1,63,2018,5,22,Online,0,0,0,97.71,1,Not_Canceled
INN15377,2,0,1,4,Meal Plan 1,0,Room_Type 4,60,2018,4,18,Online,0,0,0,110.5,0,Not_Canceled
INN12677,2,0,1,0,Meal Plan 1,0,Room_Type 1,82,2018,6,27,Online,0,0,0,96.3,0,Canceled
INN27709,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108,0,Canceled
INN01085,2,0,1,2,Meal Plan 1,0,Room_Type 1,54,2018,11,11,Online,0,0,0,96,1,Canceled
