...1,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
1740779,1740779,2023-07-01T13:24:08Z,3485,1317,70.06,15686648,181,0,0
949744,949744,2023-04-09T23:36:53Z,2413,8863,631.84,8552213,98,0,0
413405,413405,2023-02-13T04:25:18Z,671,8358,103.72,3731118,43,0,0
1165070,1165070,2023-05-02T12:19:52Z,444,9115,57.63,10498792,121,0,0
1236315,1236315,2023-05-09T20:53:01Z,762,4693,13.62,11134381,128,0,0
809933,809933,2023-03-26T11:29:04Z,3469,6446,1220.47,7298944,84,1,1
1485892,1485892,2023-06-05T03:16:49Z,2795,2371,630.52,13403809,155,0,0
777167,777167,2023-03-23T02:44:13Z,4469,4217,587.69,7008253,81,0,0
313785,313785,2023-02-02T14:28:45Z,3723,736,320.59,2816925,32,0,0
303595,303595,2023-02-01T13:43:42Z,1380,9999,92.26,2727822,31,0,0
572023,572023,2023-03-01T13:33:40Z,3921,3603,137.08,5146420,59,0,0
1083236,1083236,2023-04-23T21:52:50Z,1071,308,116.39,9755570,112,0,0
494017,494017,2023-02-21T11:01:59Z,1218,4985,135.89,4446119,51,0,0
1276909,1276909,2023-05-14T07:21:00Z,4783,3810,478.72,11517660,133,0,0
578672,578672,2023-03-02T09:17:20Z,935,1957,37.85,5217440,60,0,0
489519,489519,2023-02-20T20:45:29Z,2415,3532,94.47,4394729,50,0,0
1042605,1042605,2023-04-19T15:18:28Z,632,7528,281.24,9386308,108,0,0
559242,559242,2023-02-28T08:32:14Z,4476,3719,603.51,5041934,58,0,0
1005751,1005751,2023-04-15T17:51:37Z,2266,7817,417.51,9049897,104,0,0
1542029,1542029,2023-06-10T18:52:07Z,4916,1952,459.92,13891927,160,0,0
856451,856451,2023-03-31T09:24:35Z,1036,3427,514.27,7723475,89,0,0
187037,187037,2023-01-20T12:19:19Z,3300,9733,162.14,1685959,19,0,0
872676,872676,2023-04-01T22:48:52Z,4775,1343,154.82,7858132,90,0,0
1246320,1246320,2023-05-10T22:45:02Z,3267,4930,1505.23,11227502,129,1,1
564010,564010,2023-02-28T15:40:11Z,1202,5429,232.45,5067611,58,0,0
675288,675288,2023-03-12T10:43:55Z,3711,3699,624.99,6086635,70,0,0
564737,564737,2023-02-28T17:02:50Z,1531,4879,726.39,5072570,58,0,0
1182729,1182729,2023-05-04T10:06:50Z,22,4455,346.3,10663610,123,0,0
1373438,1373438,2023-05-24T08:49:13Z,2485,1233,1109.16,12386953,143,1,1
1074520,1074520,2023-04-23T03:31:09Z,3492,5885,21.17,9689469,112,0,0
690840,690840,2023-03-14T02:51:31Z,2914,3214,93.59,6231091,72,0,0
716426,716426,2023-03-16T14:40:53Z,2161,8271,860.39,6446453,74,0,0
1013499,1013499,2023-04-16T14:34:21Z,62,7251,456.22,9124461,105,0,0
702365,702365,2023-03-15T07:58:15Z,740,540,434.87,6335895,73,0,0
248682,248682,2023-01-26T19:17:25Z,3704,5879,288.99,2229445,25,0,0
1279155,1279155,2023-05-14T11:02:12Z,4608,1966,54.93,11530932,133,0,0
1113927,1113927,2023-04-27T07:23:02Z,121,6239,296.97,10048982,116,0,0
655752,655752,2023-03-10T10:14:15Z,2037,3197,18.89,5912055,68,0,0
1007256,1007256,2023-04-16T02:27:20Z,4597,4867,33.53,9080840,105,0,0
1004321,1004321,2023-04-15T15:07:14Z,3067,6493,409.2,9040034,104,0,0
1679143,1679143,2023-06-25T06:21:17Z,2769,5806,1051.58,15142877,175,1,1
473870,473870,2023-02-19T09:55:25Z,912,7619,1769.79,4269325,49,1,1
1465188,1465188,2023-06-02T18:19:25Z,235,5813,103.34,13198765,152,0,0
1506648,1506648,2023-06-07T07:39:55Z,566,36,573.51,13592395,157,0,0
808390,808390,2023-03-26T09:10:51Z,3289,7403,386,7290651,84,0,0
750202,750202,2023-03-20T07:58:37Z,982,1686,421.07,6767917,78,0,0
111276,111276,2023-01-12T13:32:47Z,4452,9332,375.76,999167,11,0,0
575568,575568,2023-03-01T22:03:32Z,3450,5628,1438.21,5177012,59,1,1
784277,784277,2023-03-23T16:04:11Z,1280,123,330.65,7056251,81,0,0
967824,967824,2023-04-11T18:50:07Z,1360,935,169.61,8707807,100,0,0
779058,779058,2023-03-23T07:57:21Z,4554,3484,239.7,7027041,81,0,0
929543,929543,2023-04-07T18:00:57Z,4508,9228,238.44,8359257,96,0,0
1212788,1212788,2023-05-07T11:57:11Z,4349,5958,537.66,10929431,126,0,0
114037,114037,2023-01-12T18:51:04Z,4352,8935,320.24,1018264,11,0,0
206655,206655,2023-01-22T12:44:50Z,2220,28,96.51,1860290,21,0,0
358870,358870,2023-02-07T10:23:23Z,2841,366,87,3234203,37,0,0
421060,421060,2023-02-13T17:50:23Z,1231,6527,540.84,3779423,43,0,0
826806,826806,2023-03-28T07:59:04Z,4952,2558,757.41,7459144,86,0,0
507022,507022,2023-02-22T16:51:37Z,621,4802,438.13,4553497,52,0,0
687043,687043,2023-03-13T13:57:33Z,3542,4939,567.75,6184653,71,0,0
92363,92363,2023-01-10T14:05:20Z,3092,9602,253.12,828320,9,0,0
1458049,1458049,2023-06-02T06:02:20Z,2071,4893,650.72,13154540,152,0,0
1732307,1732307,2023-06-30T15:06:20Z,4442,8416,710.99,15606380,180,0,0
562748,562748,2023-02-28T13:44:25Z,1437,4183,930.65,5060665,58,0,0
27519,27519,2023-01-03T17:48:33Z,114,6840,594.17,236913,2,0,0
786446,786446,2023-03-24T01:05:43Z,2200,5221,240.4,7088743,82,0,0
637594,637594,2023-03-08T11:48:07Z,4092,4278,694.42,5744887,66,0,0
1170654,1170654,2023-05-03T05:10:36Z,139,2117,810.19,10559436,122,0,0
742441,742441,2023-03-19T10:44:15Z,4822,8268,1584.08,6691455,77,1,1
748446,748446,2023-03-20T03:02:28Z,3714,2238,516.52,6750148,78,0,0
808723,808723,2023-03-26T09:43:03Z,859,4443,316.24,7292583,84,0,0
1286200,1286200,2023-05-15T06:36:35Z,3820,8323,1514.27,11601395,134,1,1
1528783,1528783,2023-06-09T12:20:37Z,967,1732,1186.24,13782037,159,1,1
1562060,1562060,2023-06-12T21:12:09Z,4126,7696,586.64,14073129,162,0,0
833761,833761,2023-03-28T20:36:12Z,1563,8547,878.8,7504572,86,0,0
125851,125851,2023-01-14T05:39:40Z,3277,4557,588.03,1143580,13,0,0
429558,429558,2023-02-14T15:50:10Z,3755,129,453.93,3858610,44,0,0
540546,540546,2023-02-26T09:27:20Z,1469,8018,1233.26,4872440,56,1,1
214861,214861,2023-01-23T10:31:40Z,2592,5033,439.21,1938700,22,0,0
496126,496126,2023-02-21T14:07:43Z,3927,9919,1100.45,4457263,51,1,1
1235629,1235629,2023-05-09T18:27:34Z,3360,6683,13.44,11125654,128,0,0
1250429,1250429,2023-05-11T10:44:41Z,1506,1069,427.53,11270681,130,0,0
147023,147023,2023-01-16T09:50:43Z,1128,8169,55.65,1331443,15,0,0
812779,812779,2023-03-26T15:49:52Z,295,2482,825.22,7314592,84,0,0
1055935,1055935,2023-04-21T05:41:06Z,389,89,486.85,9524466,110,0,0
134817,134817,2023-01-15T03:45:19Z,2098,9995,663.78,1223119,14,0,0
1701022,1701022,2023-06-27T11:07:42Z,2926,6070,503.36,15332862,177,0,0
1453468,1453468,2023-06-01T13:56:18Z,4215,412,430.95,13096578,151,0,0
1271185,1271185,2023-05-13T13:11:18Z,2715,4760,170.41,11452278,132,0,0
721325,721325,2023-03-17T07:50:18Z,2784,6669,524.26,6508218,75,0,0
675444,675444,2023-03-12T10:58:01Z,1797,3552,57.95,6087481,70,0,0
402707,402707,2023-02-11T20:26:42Z,2799,8308,499.88,3616002,41,0,0
1072102,1072102,2023-04-22T16:28:53Z,4041,7149,797.5,9649733,111,0,0
650930,650930,2023-03-09T18:05:01Z,4155,6403,71.76,5853901,67,0,0
1086586,1086586,2023-04-24T09:27:29Z,4799,8499,834.4,9797249,113,0,0
1345652,1345652,2023-05-21T10:28:22Z,741,5186,68.24,12133702,140,0,0
132916,132916,2023-01-14T17:33:25Z,1703,6193,1567.56,1186405,13,1,1
537487,537487,2023-02-26T00:44:20Z,4226,1701,1947.46,4841060,56,1,1
1214622,1214622,2023-05-07T14:41:38Z,3046,4570,150.91,10939298,126,0,0
1569815,1569815,2023-06-13T16:08:28Z,2658,1770,292.73,14141308,163,0,0
708765,708765,2023-03-15T18:55:02Z,3368,8440,234.22,6375302,73,0,0
850699,850699,2023-03-30T15:04:26Z,148,8521,612.17,7657466,88,0,0
1674156,1674156,2023-06-24T13:47:46Z,1667,3981,58.53,15083266,174,0,0
1282587,1282587,2023-05-14T16:15:42Z,1379,6579,778.62,11549742,133,0,0
548868,548868,2023-02-27T07:03:11Z,3939,3929,510.93,4950191,57,0,0
898293,898293,2023-04-04T14:00:00Z,2859,1687,308.59,8085600,93,0,0
495308,495308,2023-02-21T12:53:16Z,2056,1140,941.44,4452796,51,0,0
1287472,1287472,2023-05-15T09:02:28Z,473,2700,285.25,11610148,134,0,0
766011,766011,2023-03-21T17:51:56Z,1208,2104,345.31,6889916,79,0,0
1492915,1492915,2023-06-05T16:07:53Z,3088,4090,454.62,13450073,155,0,0
989652,989652,2023-04-14T07:08:53Z,1911,111,291.2,8924933,103,0,0
487732,487732,2023-02-20T16:02:59Z,4775,7730,113.56,4377779,50,0,0
71865,71865,2023-01-08T12:15:51Z,3437,1564,412.75,648951,7,0,0
599968,599968,2023-03-04T12:32:26Z,1563,8408,675.02,5401946,62,0,0
387618,387618,2023-02-10T10:17:40Z,4475,8469,1281.17,3493060,40,1,1
1371700,1371700,2023-05-24T05:06:49Z,2648,432,120.91,12373609,143,0,0
306845,306845,2023-02-01T21:12:03Z,3236,5323,220.79,2754723,31,0,0
1041317,1041317,2023-04-19T13:18:53Z,1639,5146,210.23,9379133,108,0,0
1509673,1509673,2023-06-07T12:26:50Z,295,4596,632.3,13609610,157,0,0
511059,511059,2023-02-23T08:15:46Z,617,8635,109.92,4608946,53,0,0
130674,130674,2023-01-14T13:39:40Z,840,5206,20.47,1172380,13,0,0
1291597,1291597,2023-05-15T15:08:31Z,576,7695,1161.39,11632111,134,1,1
541426,541426,2023-02-26T10:41:44Z,1551,5514,350.61,4876904,56,0,0
131917,131917,2023-01-14T15:36:36Z,1539,8061,63.39,1179396,13,0,0
957857,957857,2023-04-10T17:33:16Z,2615,9576,36.61,8616796,99,0,0
984107,984107,2023-04-13T13:28:45Z,4942,3158,663.75,8861325,102,0,0
781060,781060,2023-03-23T11:09:46Z,4072,5099,394.91,7038586,81,0,0
704660,704660,2023-03-15T11:36:16Z,4225,9184,26.87,6348976,73,0,0
115558,115558,2023-01-13T03:53:39Z,3780,2605,676.73,1050819,12,0,0
1733570,1733570,2023-06-30T17:28:38Z,1872,7884,104.85,15614918,180,0,0
178523,178523,2023-01-19T13:48:03Z,4586,445,566.03,1604883,18,0,0
257222,257222,2023-01-27T16:46:18Z,1405,962,70.83,2306778,26,0,0
736794,736794,2023-03-18T17:01:58Z,4536,176,951.73,6627718,76,0,0
804664,804664,2023-03-25T19:02:15Z,418,8256,1206.76,7239735,83,1,1
121109,121109,2023-01-13T13:51:27Z,3010,6784,1300.3,1086687,12,1,1
206332,206332,2023-01-22T12:19:06Z,2986,5868,692.94,1858746,21,0,0
323651,323651,2023-02-03T14:55:49Z,3432,9122,769.45,2904949,33,0,0
459041,459041,2023-02-17T16:45:39Z,4282,6731,271.37,4121139,47,0,0
1032177,1032177,2023-04-18T13:56:48Z,1246,9790,676.34,9295008,107,0,0
1537642,1537642,2023-06-10T11:26:20Z,4628,5244,635.71,13865180,160,0,0
1078362,1078362,2023-04-23T11:27:28Z,4081,203,348.05,9718048,112,0,0
1100826,1100826,2023-04-25T16:55:21Z,4,4318,812.63,9910521,114,0,0
251295,251295,2023-01-27T07:18:34Z,3295,9149,1061.32,2272714,26,1,1
1478194,1478194,2023-06-04T08:22:26Z,4906,5054,752.35,13335746,154,0,0
1409631,1409631,2023-05-28T04:03:42Z,437,8815,735.93,12715422,147,0,0
1325991,1325991,2023-05-19T09:35:41Z,681,7956,259.32,11957741,138,0,0
1298067,1298067,2023-05-16T10:45:42Z,3555,4794,698.79,11702742,135,0,0
1127441,1127441,2023-04-28T13:15:04Z,4357,5422,1286.8,10156504,117,1,1
593540,593540,2023-03-03T18:20:13Z,2129,7306,125.39,5336413,61,0,0
1707969,1707969,2023-06-28T06:40:24Z,4400,5034,696.83,15403224,178,0,0
834255,834255,2023-03-29T00:47:54Z,1205,6998,7.08,7519674,87,0,0
766210,766210,2023-03-21T18:20:55Z,3030,80,229.99,6891655,79,0,0
924493,924493,2023-04-07T09:53:07Z,239,3220,1324.55,8329987,96,1,1
685640,685640,2023-03-13T11:59:29Z,4710,3972,1544.17,6177569,71,1,1
1731452,1731452,2023-06-30T13:45:52Z,2123,2592,127.59,15601552,180,0,0
156722,156722,2023-01-17T10:05:06Z,1430,6037,334.37,1418706,16,0,0
781564,781564,2023-03-23T11:53:21Z,2491,2036,118.46,7041201,81,0,0
628901,628901,2023-03-07T13:02:21Z,4539,484,890.79,5662941,65,0,0
1133988,1133988,2023-04-29T08:55:53Z,4379,4194,32.39,10227353,118,0,0
1189362,1189362,2023-05-05T03:16:06Z,858,7512,444.52,10725366,124,0,0
155608,155608,2023-01-17T08:15:21Z,4771,168,489.08,1412121,16,0,0
1356209,1356209,2023-05-22T11:40:31Z,4102,7562,1252.2,12224431,141,1,1
1343469,1343469,2023-05-21T06:41:33Z,2281,6845,330.83,12120093,140,0,0
202711,202711,2023-01-22T06:29:41Z,1728,4652,354.85,1837781,21,0,0
66647,66647,2023-01-07T21:09:30Z,400,6027,562.6,594570,6,0,0
1504094,1504094,2023-06-06T20:05:50Z,680,2748,974.02,13550750,156,0,0
1229206,1229206,2023-05-09T08:03:55Z,1762,1243,112.4,11088235,128,0,0
1601916,1601916,2023-06-17T05:51:55Z,4542,6526,154.73,14449915,167,0,0
544422,544422,2023-02-26T15:01:25Z,271,7758,51.63,4892485,56,0,0
76351,76351,2023-01-08T22:50:52Z,2467,1163,821.94,687052,7,0,0
212631,212631,2023-01-23T06:48:06Z,2958,7668,546.6,1925286,22,0,0
1279461,1279461,2023-05-14T11:28:19Z,567,6475,186.66,11532499,133,0,0
594945,594945,2023-03-04T02:05:34Z,2586,8141,117.9,5364334,62,0,0
219979,219979,2023-01-23T19:19:24Z,2669,5374,455.19,1970364,22,0,0
989143,989143,2023-04-14T05:59:50Z,842,8778,15.32,8920790,103,0,0
1042454,1042454,2023-04-19T15:02:48Z,4354,9974,615.25,9385368,108,0,0
567268,567268,2023-03-01T05:25:06Z,1632,9133,820.2,5117106,59,0,0
1236413,1236413,2023-05-09T21:27:54Z,3810,305,588.15,11136474,128,0,0
346131,346131,2023-02-06T03:47:52Z,3595,3181,364.82,3124072,36,0,0
1580920,1580920,2023-06-14T19:57:35Z,2246,8304,53.08,14241455,164,0,0
859432,859432,2023-03-31T13:38:04Z,835,4144,131.27,7738684,89,0,0
194142,194142,2023-01-21T08:39:10Z,948,5708,17.45,1759150,20,0,0
1476068,1476068,2023-06-04T02:35:49Z,3067,3490,173.93,13314949,154,0,0
376139,376139,2023-02-09T07:20:59Z,665,2910,220.95,3396059,39,0,0
58521,58521,2023-01-07T05:21:45Z,3027,1455,413.76,537705,6,0,0
708675,708675,2023-03-15T18:39:15Z,3820,6935,1134.79,6374355,73,1,1
1747481,1747481,2023-07-02T09:23:11Z,421,5158,365.46,15758591,182,0,0
1369708,1369708,2023-05-23T18:18:27Z,4944,4196,1437.7,12334707,142,1,1
814622,814622,2023-03-26T20:33:06Z,3578,573,735.37,7331586,84,0,0
1461715,1461715,2023-06-02T12:13:27Z,3411,8444,32.12,13176807,152,0,0
1094770,1094770,2023-04-25T07:12:43Z,4745,3704,1799.63,9875563,114,1,1
1134766,1134766,2023-04-29T10:09:43Z,1233,2693,114.84,10231783,118,0,0
332079,332079,2023-02-04T13:19:30Z,2805,2606,910.76,2985570,34,0,0
1207931,1207931,2023-05-06T22:37:30Z,530,9974,48.02,10881450,125,0,0
52630,52630,2023-01-06T11:49:43Z,285,5073,93.57,474583,5,0,0
1057670,1057670,2023-04-21T09:07:21Z,1894,1184,282.9,9536841,110,0,0
1193668,1193668,2023-05-05T11:57:53Z,2651,8596,362.52,10756673,124,0,0
1222271,1222271,2023-05-08T11:59:29Z,3832,8396,298.38,11015969,127,0,0
1372923,1372923,2023-05-24T07:53:30Z,3029,8869,212.18,12383610,143,0,0
263738,263738,2023-01-28T11:52:30Z,1245,1010,82.53,2375550,27,0,0
1332549,1332549,2023-05-20T01:34:43Z,4831,4374,1001.44,12015283,139,1,1
1023435,1023435,2023-04-17T15:11:25Z,3504,4005,514.3,9213085,106,0,0
750259,750259,2023-03-20T08:05:38Z,677,3939,528.44,6768338,78,0,0
456252,456252,2023-02-17T12:17:01Z,4151,521,1099.29,4105021,47,1,1
27544,27544,2023-01-03T17:52:52Z,3474,6645,9.45,237172,2,0,0
523354,523354,2023-02-24T12:33:27Z,4738,3973,800.81,4710807,54,0,0
1587346,1587346,2023-06-15T13:23:30Z,4442,7000,343.48,14304210,165,0,0
487795,487795,2023-02-20T16:10:07Z,4915,6995,1262.36,4378207,50,1,1
646804,646804,2023-03-09T11:12:10Z,3964,9783,753.06,5829130,67,0,0
1463250,1463250,2023-06-02T14:29:57Z,245,4063,802.12,13184997,152,0,0
398356,398356,2023-02-11T11:56:15Z,2396,6548,207.53,3585375,41,0,0
175310,175310,2023-01-19T09:03:45Z,4069,6482,401.13,1587825,18,0,0
251858,251858,2023-01-27T08:19:18Z,3364,8402,192.86,2276358,26,0,0
404101,404101,2023-02-12T05:14:00Z,651,9148,209.66,3647640,42,0,0
384641,384641,2023-02-10T04:10:57Z,4223,475,1029.3,3471057,40,1,1
826607,826607,2023-03-28T07:36:28Z,1031,7308,647.79,7457788,86,0,0
1647028,1647028,2023-06-21T16:56:24Z,2703,1576,5.88,14835384,171,0,0
1379889,1379889,2023-05-24T20:11:44Z,4417,1491,342.56,12427904,143,0,0
333880,333880,2023-02-04T16:18:15Z,144,7930,696.95,2996295,34,0,0
40849,40849,2023-01-05T08:26:20Z,4688,5589,953.38,375980,4,0,0
523375,523375,2023-02-24T12:35:00Z,3161,7483,651.6,4710900,54,0,0
386314,386314,2023-02-10T08:13:57Z,1986,7736,112.4,3485637,40,0,0
545736,545736,2023-02-26T17:32:05Z,2689,9601,228.23,4901525,56,0,0
1136151,1136151,2023-04-29T12:10:08Z,4977,7413,705.59,10239008,118,0,0
1239764,1239764,2023-05-10T09:24:03Z,1277,7571,547.52,11179443,129,0,0
582841,582841,2023-03-02T15:35:14Z,1846,9042,217.02,5240114,60,0,0
1277854,1277854,2023-05-14T09:00:04Z,771,7229,85.1,11523604,133,0,0
470983,470983,2023-02-19T03:27:34Z,1304,725,107.26,4246054,49,0,0
974513,974513,2023-04-12T13:25:27Z,423,6482,3.46,8774727,101,0,0
1320651,1320651,2023-05-18T15:50:16Z,4231,8843,1146.4,11893816,137,1,1
191600,191600,2023-01-20T23:51:05Z,2060,4915,489.42,1727465,19,0,0
56450,56450,2023-01-06T18:19:37Z,1708,6461,222.56,497977,5,0,0
684441,684441,2023-03-13T10:14:25Z,4293,7781,482.42,6171265,71,0,0
232911,232911,2023-01-25T08:50:55Z,4752,797,728.37,2105455,24,0,0
1062297,1062297,2023-04-21T16:09:59Z,495,6552,245.59,9562199,110,0,0
1222488,1222488,2023-05-08T12:16:56Z,2262,2196,430.39,11017016,127,0,0
1456715,1456715,2023-06-01T23:15:38Z,3800,5651,298.41,13130138,151,1,2
1330817,1330817,2023-05-19T17:16:25Z,4682,8575,902.15,11985385,138,0,0
1295747,1295747,2023-05-16T06:47:04Z,1766,7687,571.98,11688424,135,0,0
1196691,1196691,2023-05-05T16:53:36Z,4258,5522,917.61,10774416,124,0,0
389311,389311,2023-02-10T12:37:06Z,4406,2693,62.42,3501426,40,0,0
996597,996597,2023-04-14T18:56:52Z,2345,4847,158.67,8967412,103,0,0
994640,994640,2023-04-14T14:51:03Z,3988,578,37.4,8952663,103,0,0
1612650,1612650,2023-06-18T08:28:13Z,1313,2593,117.51,14545693,168,0,0
330669,330669,2023-02-04T11:16:19Z,1034,8496,718.75,2978179,34,0,0
1344751,1344751,2023-05-21T09:00:26Z,4497,5811,63.54,12128426,140,0,0
1721160,1721160,2023-06-29T12:35:37Z,2464,108,1368.54,15510937,179,1,1
932403,932403,2023-04-08T06:53:26Z,4720,7798,847.29,8405606,97,0,0
1119401,1119401,2023-04-27T15:49:51Z,1512,9044,490.85,10079391,116,0,0
1063464,1063464,2023-04-21T18:49:06Z,3818,710,481.8,9571746,110,0,0
354268,354268,2023-02-06T18:45:03Z,2189,5671,395.21,3177903,36,0,0
105573,105573,2023-01-12T01:34:46Z,2585,1388,387.32,956086,11,0,0
162264,162264,2023-01-17T19:55:15Z,532,7590,165.53,1454115,16,0,0
1677213,1677213,2023-06-24T20:19:55Z,1810,4154,641.36,15106795,174,0,0
1462115,1462115,2023-06-02T12:49:13Z,3470,295,291.36,13178953,152,0,0
1738181,1738181,2023-07-01T09:30:54Z,1759,7769,1182.35,15672654,181,1,1
1377046,1377046,2023-05-24T14:07:00Z,4576,9365,171.49,12406020,143,0,0
872141,872141,2023-04-01T19:50:04Z,1453,5584,1099.31,7847404,90,1,1
292219,292219,2023-01-31T11:12:00Z,3813,505,31.32,2632320,30,0,0
1693234,1693234,2023-06-26T13:35:58Z,4544,128,274.04,15255358,176,0,0
1488773,1488773,2023-06-05T09:52:27Z,1056,7847,586.04,13427547,155,0,0
1254856,1254856,2023-05-11T17:55:01Z,369,6177,1157.73,11296501,130,1,1
391002,391002,2023-02-10T15:11:41Z,202,7133,117.03,3510701,40,0,0
1395929,1395929,2023-05-26T13:36:57Z,4567,4050,400.01,12577017,145,0,0
1461133,1461133,2023-06-02T11:23:18Z,4572,5514,908.88,13173798,152,0,0
1512135,1512135,2023-06-07T16:24:05Z,1765,6624,161.41,13623845,157,0,0
1629046,1629046,2023-06-19T20:49:05Z,4174,6273,673.31,14676545,169,0,0
382913,382913,2023-02-09T18:21:07Z,2477,3734,373.47,3435667,39,0,0
827197,827197,2023-03-28T08:37:30Z,381,223,221.32,7461450,86,0,0
1335282,1335282,2023-05-20T09:17:11Z,2695,282,1278.05,12043031,139,1,1
423792,423792,2023-02-14T06:27:44Z,681,407,471.03,3824864,44,0,0
1019267,1019267,2023-04-17T08:59:12Z,4587,7450,1159.25,9190752,106,1,1
1181651,1181651,2023-05-04T08:24:55Z,4679,7987,401.39,10657495,123,0,0
730403,730403,2023-03-18T06:55:58Z,4557,9417,651.44,6591358,76,0,0
1732644,1732644,2023-06-30T15:40:27Z,4847,7815,301.21,15608427,180,0,0
1079135,1079135,2023-04-23T12:32:33Z,1384,1902,1152.06,9721953,112,1,1
736132,736132,2023-03-18T15:46:58Z,3892,971,708.28,6623218,76,0,0
322093,322093,2023-02-03T12:33:56Z,3787,2718,1061.16,2896436,33,1,1
1057184,1057184,2023-04-21T08:17:52Z,4202,2310,138.85,9533872,110,0,0
1197098,1197098,2023-05-05T17:43:19Z,1372,1615,802.66,10777399,124,0,0
398514,398514,2023-02-11T12:09:44Z,3577,5516,727.01,3586184,41,0,0
553937,553937,2023-02-27T14:51:58Z,4199,2794,823.19,4978318,57,0,0
764417,764417,2023-03-21T14:44:14Z,4549,2720,1729.53,6878654,79,1,1
805609,805609,2023-03-26T00:45:28Z,4140,4438,1729.14,7260328,84,1,1
492954,492954,2023-02-21T09:30:47Z,3019,5728,806.56,4440647,51,0,0
1238862,1238862,2023-05-10T07:55:13Z,3698,9234,6.8,11174113,129,0,0
638442,638442,2023-03-08T13:00:01Z,4065,988,879.53,5749201,66,0,0
1597890,1597890,2023-06-16T14:54:34Z,4905,5808,768.52,14396074,166,0,0
1308381,1308381,2023-05-17T11:39:54Z,1766,8949,190.48,11792394,136,0,0
1513276,1513276,2023-06-07T19:16:03Z,3001,1866,179.66,13634163,157,0,0
1651091,1651091,2023-06-22T08:14:08Z,2923,282,516.62,14890448,172,0,0
75342,75342,2023-01-08T18:18:31Z,2496,3675,487.12,670711,7,0,0
1738697,1738697,2023-07-01T10:20:45Z,2459,493,604.49,15675645,181,0,0
377136,377136,2023-02-09T09:01:53Z,893,2767,174.61,3402113,39,0,0
843762,843762,2023-03-29T23:51:59Z,4418,6361,190.97,7602719,87,0,0
250956,250956,2023-01-27T06:37:45Z,2305,9430,770.06,2270265,26,0,0
891737,891737,2023-04-03T20:50:04Z,4199,8544,603.28,8023804,92,0,0
822347,822347,2023-03-27T15:49:07Z,4781,8489,1612.83,7400947,85,1,1
985849,985849,2023-04-13T16:08:46Z,4624,9573,199.1,8870926,102,0,0
738500,738500,2023-03-19T00:34:52Z,4515,6188,1266.54,6654892,77,1,1
337064,337064,2023-02-05T05:43:52Z,3402,2426,775.77,3044632,35,0,0
501548,501548,2023-02-22T08:04:14Z,4510,8553,844.11,4521854,52,0,0
1170032,1170032,2023-05-03T02:42:30Z,671,4600,214.03,10550550,122,0,0
1416741,1416741,2023-05-28T16:26:08Z,4615,4052,448.77,12759968,147,0,0
56055,56055,2023-01-06T17:18:35Z,3769,2965,898.02,494315,5,0,0
97884,97884,2023-01-11T07:40:51Z,216,99,29.31,891651,10,0,0
752366,752366,2023-03-20T11:17:58Z,4202,9660,175.35,6779878,78,0,0
758509,758509,2023-03-21T04:26:15Z,122,5256,245.18,6841575,79,1,2
1527368,1527368,2023-06-09T10:13:45Z,893,1894,6.37,13774425,159,0,0
1257338,1257338,2023-05-12T06:03:08Z,3834,190,251.92,11340188,131,0,0
1054648,1054648,2023-04-20T22:55:21Z,4661,6282,973.77,9500121,109,0,0
643708,643708,2023-03-09T05:44:58Z,4136,4156,571.74,5809498,67,0,0
8914,8914,2023-01-01T19:57:53Z,1691,6479,658.67,71873,0,0,0
1071821,1071821,2023-04-22T15:56:45Z,2021,3076,517.31,9647805,111,0,0
831906,831906,2023-03-28T15:40:46Z,1706,5847,278.11,7486846,86,0,0
997068,997068,2023-04-14T20:53:40Z,3334,147,1261.66,8974420,103,1,1
1249210,1249210,2023-05-11T08:57:16Z,1831,9123,1177.91,11264236,130,1,1
1400362,1400362,2023-05-27T04:51:20Z,3969,3980,237.66,12631880,146,0,0
992907,992907,2023-04-14T12:12:41Z,4728,1786,161.98,8943161,103,0,0
771905,771905,2023-03-22T11:34:34Z,325,7217,476.01,6953674,80,0,0
415241,415241,2023-02-13T08:43:42Z,4567,8378,264.96,3746622,43,0,0
1087916,1087916,2023-04-24T11:25:21Z,2313,4363,239.9,9804321,113,0,0
406568,406568,2023-02-12T10:06:13Z,4041,4137,374.3,3665173,42,0,0
1240621,1240621,2023-05-10T10:37:10Z,555,6402,10.37,11183830,129,0,0
1423538,1423538,2023-05-29T11:56:18Z,4024,1203,238.27,12830178,148,0,0
826737,826737,2023-03-28T07:51:55Z,4855,8956,1291.52,7458715,86,1,1
1419025,1419025,2023-05-29T02:21:22Z,4115,6950,19.68,12795682,148,0,0
430424,430424,2023-02-14T17:44:39Z,2965,4505,574.06,3865479,44,0,0
372776,372776,2023-02-08T17:13:38Z,2844,1510,63.52,3345218,38,0,0
396797,396797,2023-02-11T09:38:57Z,4482,6646,210.05,3577137,41,0,0
878860,878860,2023-04-02T13:43:13Z,3626,6627,372.38,7911793,91,0,0
1380318,1380318,2023-05-24T22:38:37Z,859,6492,490.86,12436717,143,0,0
825853,825853,2023-03-28T05:53:15Z,3100,4922,1937.87,7451595,86,1,1
1692022,1692022,2023-06-26T11:47:41Z,4885,2163,1291.41,15248861,176,1,1
